time,pm1,pm25,pm10,temperature,humidite
2026-01-29T10:00:00.000Z,2.513333333,3.95,4.92,14.83833333,43.90266667
2026-01-29T10:15:00.000Z,2.886666667,4.043333333,6.526666667,15.796,41.70233333
2026-01-29T10:30:00.000Z,2.64,3.783333333,4.773333333,16.527,40.544
2026-01-29T10:45:00.000Z,2.38,3.596666667,4.866666667,17.146,38.54166667
2026-01-29T11:00:00.000Z,1.956666667,2.97,4.03,17.49233333,38.06366667
2026-01-29T11:15:00.000Z,1.82,2.476666667,5.113333333,17.28833333,38.43666667
2026-01-29T11:30:00.000Z,2.09,2.92,4.076666667,16.97466667,38.961
2026-01-29T11:45:00.000Z,2.303333333,3.116666667,5.94,18.74566667,35.72866667
2026-01-29T12:00:00.000Z,2.35,3.526666667,5.003333333,24.53166667,26.62633333
2026-01-29T12:15:00.000Z,2.316666667,3.246666667,5.02,25.27666667,25.25566667
2026-01-29T12:30:00.000Z,2.146666667,3.03,5.28,28.83066667,21.31366667
2026-01-29T12:45:00.000Z,1.686666667,2.823333333,3.933333333,29.46966667,20.31933333
2026-01-29T13:00:00.000Z,1.483333333,2.14,2.75,29.74633333,19.99966667
2026-01-29T13:15:00.000Z,1.636666667,2.42,4.566666667,29.76966667,19.83366667
2026-01-29T13:30:00.000Z,1.296666667,1.873333333,3.31,29.08166667,20.57366667
2026-01-29T13:45:00.000Z,1.316666667,2.31,4.283333333,25.90833333,23.593
2026-01-29T14:00:00.000Z,1.89,2.916666667,4.336666667,26.48666667,23.01366667
2026-01-29T14:15:00.000Z,1.223333333,1.77,2.56,26.077,23.64766667
2026-01-29T14:30:00.000Z,1.486666667,2.056666667,3.086666667,25.87766667,23.688
2026-01-29T14:45:00.000Z,1.38,1.786666667,2.553333333,26.47633333,23.82633333
2026-01-29T15:00:00.000Z,1.28,1.82,3.73,24.53066667,26.17966667
2026-01-29T15:15:00.000Z,1.456666667,2.156666667,2.776666667,21.89433333,28.51966667
2026-01-29T15:30:00.000Z,1.736666667,2.243333333,4.723333333,18.592,32.91266667
2026-01-29T15:45:00.000Z,1.44,2.05,2.786666667,17.45133333,34.53233333
2026-01-29T16:00:00.000Z,1.783333333,2.603333333,4.29,16.82266667,36.04433333
2026-01-29T16:15:00.000Z,1.626666667,2.28,4.073333333,16.48366667,36.90666667
2026-01-29T16:30:00.000Z,1.946666667,3.08,3.523333333,16.23733333,37.784
2026-01-29T16:45:00.000Z,2.193333333,2.93,5.19,15.95833333,39.60766667
2026-01-29T17:00:00.000Z,2.346666667,3.176666667,4.906666667,15.67733333,42.15633333
2026-01-29T17:15:00.000Z,2.146666667,2.986666667,5.963333333,15.46266667,42.38833333
2026-01-29T17:30:00.000Z,3.693333333,4.866666667,5.85,15.21866667,43.60433333
2026-01-29T17:45:00.000Z,2.623333333,3.316666667,4.373333333,15.10333333,43.47933333
2026-01-29T18:00:00.000Z,2.79,3.6,4.766666667,14.944,42.84633333
2026-01-29T18:15:00.000Z,2.676666667,3.583333333,4.133333333,14.86433333,42.64366667
2026-01-29T18:30:00.000Z,3.136666667,3.986666667,5.483333333,14.51366667,43.07366667
2026-01-29T18:45:00.000Z,3.603333333,5.28,6.033333333,13.885,43.88233333
2026-01-29T19:00:00.000Z,6.146666667,8.77,10.78666667,13.557,45.232
